"Tarih","ToplamÝþlemHacmi"
"14-04-2014",3585412.09053
"15-04-2014",4227730.34959
"16-04-2014",3439967.05796
"17-04-2014",3136762.47125
"18-04-2014",1593696.11007
"21-04-2014",2083527.69333
"22-04-2014",2850791.8074
"24-04-2014",3206216.32254
"25-04-2014",3159845.59816
"28-04-2014",3249334.4197
"29-04-2014",2870438.80712
"30-04-2014",4522810.46248
"02-05-2014",4566725.55937
"05-05-2014",3419855.1029
"06-05-2014",3380362.332504
"07-05-2014",3404859.17451
"08-05-2014",4243919.24746
"09-05-2014",3074218.30758
"12-05-2014",3088001.62568
"13-05-2014",3364400.9804
"14-05-2014",3170811.05182
"15-05-2014",3280053.48522
"16-05-2014",2703338.21294
"20-05-2014",2397723.2699
"21-05-2014",3137157.11077
"22-05-2014",4744066.45586
"23-05-2014",3557384.81199
"26-05-2014",2619206.94675
"27-05-2014",3514391.633805
"28-05-2014",4291428.22734
"29-05-2014",3889969.15289
"30-05-2014",4014239.15521
"02-06-2014",3423426.69784
"03-06-2014",3599780.14575
"04-06-2014",3013385.46925
"05-06-2014",4994508.44757
"06-06-2014",3665280.60878
"09-06-2014",3719723.17896
"10-06-2014",3695964.83297
"11-06-2014",5862435.68751
"12-06-2014",5219478.54251
"13-06-2014",3388724.42932
"16-06-2014",3047500.89104
"17-06-2014",4023829.25246
"18-06-2014",3120546.31449
"19-06-2014",3178178.98065
"20-06-2014",2089439.53793
"23-06-2014",2917883.333
"24-06-2014",3383191.43593
"25-06-2014",2904329.077685
"26-06-2014",2447207.65016
"27-06-2014",1650114.89402
"30-06-2014",2426762.91446
"01-07-2014",3158211.52223
"02-07-2014",3364257.76443
"03-07-2014",3384588.41956
"04-07-2014",1886888.50281
"07-07-2014",3167388.10801
"08-07-2014",3124255.43627
"09-07-2014",2948003.44411
"10-07-2014",3366563.45791
"11-07-2014",2536743.85263
"14-07-2014",3085645.4191
"15-07-2014",3464583.95013
"16-07-2014",3355653.20271
"17-07-2014",4014510.95706
"18-07-2014",3043338.323758
"21-07-2014",2916274.77679
"22-07-2014",3477857.31214
"23-07-2014",2829737.73989
"24-07-2014",4097615.10328
"25-07-2014",2932314.40235
"31-07-2014",3413441.50173
"01-08-2014",3565095.36118
"04-08-2014",2892966.59664
"05-08-2014",3561777.50738
"06-08-2014",4372229.72482
"07-08-2014",3296658.92294
"08-08-2014",3686426.18236
"11-08-2014",4786159.51
"12-08-2014",3522566.43
"13-08-2014",4521218.68
"14-08-2014",3749549.17
"15-08-2014",3239490.78033
"18-08-2014",3159115.84885
"19-08-2014",4556598.49714
"20-08-2014",4386048.28022
"21-08-2014",2958967.92081
"22-08-2014",2613173.84952
"25-08-2014",2013370.5759
"26-08-2014",3316285.61221
"27-08-2014",3485216.16564
"28-08-2014",2782795.41273
"29-08-2014",3164922.78291
"01-09-2014",1937312.92988
"02-09-2014",2790566.24118
"03-09-2014",3350884.02663
"04-09-2014",4072900.8379
"05-09-2014",3230924.08425
"08-09-2014",3005468.92188
"09-09-2014",4079841.25417
"10-09-2014",4054300.25891
"11-09-2014",3568872.18536
"12-09-2014",3195494.91738
"15-09-2014",2691143.44128
"16-09-2014",3764005.79737
"17-09-2014",3117937.95987
"18-09-2014",3758914.83389
"19-09-2014",3241922.82928
"22-09-2014",2895462.09882
"23-09-2014",3111020.73413
"24-09-2014",3593495.42297
"25-09-2014",3383628.46038
"26-09-2014",3880635.178888
"29-09-2014",3097037.01619
"30-09-2014",3198581.36492
"01-10-2014",3119839.01481
"02-10-2014",2925857.91028
"03-10-2014",1087344.47463
"08-10-2014",3088763.03338
"09-10-2014",4187620.4361
"10-10-2014",2943873.41092
"13-10-2014",3321100.95202
"14-10-2014",4531449.17463
"15-10-2014",4453094.65459
"16-10-2014",4450047.46752
"17-10-2014",4170468.61687
"20-10-2014",3591189.1944
"21-10-2014",4193860.4221
"22-10-2014",3874167.80052
"23-10-2014",4536246.73522
"24-10-2014",3990513.07391
"27-10-2014",3615319.27252
"28-10-2014",1529723.62504
"30-10-2014",4357959.35899
"31-10-2014",4394570.49002
"03-11-2014",3616832.87
"04-11-2014",4140149.7209
"05-11-2014",4280758.95068
"06-11-2014",4849025.32945
"07-11-2014",3830560.92343
"10-11-2014",2986407.45135
"11-11-2014",3564456.5548
"12-11-2014",4677554.89259
"13-11-2014",5076675.69265
"14-11-2014",3903450.03655
"17-11-2014",4078742.84826
"18-11-2014",3614566.6497
"19-11-2014",4346223.39482
"20-11-2014",4353173.09389
"21-11-2014",4339433.47173
"24-11-2014",3254867.07351
"25-11-2014",4688005.64414
"26-11-2014",4179631.57981
"27-11-2014",3868707.33984
"28-11-2014",6719874.18457
"01-12-2014",5905355.52383
"02-12-2014",5342774.43341
"03-12-2014",4544737.43563
"04-12-2014",4705863.0626
"05-12-2014",5262458.31265
"08-12-2014",3902548.78753
"09-12-2014",4491507.35382
"10-12-2014",4202428.84314
"11-12-2014",5493500.89159
"12-12-2014",4858036.62771
"15-12-2014",4027806.7253
"16-12-2014",6635405.84155
"17-12-2014",4826888.21409
"18-12-2014",4934044.35619
"19-12-2014",4568983.74916
"22-12-2014",4030033.21809
"23-12-2014",4668750.00388
"24-12-2014",2351433.03583
"25-12-2014",1505144.38456
"26-12-2014",1683257.20768
"29-12-2014",2564519.28427
"30-12-2014",3743382.76831
"31-12-2014",2264038.39497
"02-01-2015",2444911.45051
"05-01-2015",4562530.23978
"06-01-2015",4811628.38904
"07-01-2015",5358018.17681
"08-01-2015",4237339.94575
"09-01-2015",4823907.93908
"12-01-2015",4903038.11135
"13-01-2015",5055352.79611
"14-01-2015",5347136.72137
"15-01-2015",5597468.59268
"16-01-2015",4026698.85177
"19-01-2015",3717780.16816
"20-01-2015",5813098.29466
"21-01-2015",5535257.276593
"22-01-2015",5408751.19606
"23-01-2015",5149339.52715
"26-01-2015",4096762.566243
"27-01-2015",4654557.98784
"28-01-2015",4216914.185193
"29-01-2015",4473806.02105
"30-01-2015",4175466.12399
"02-02-2015",3360663.33793
"03-02-2015",4984840.02217
"04-02-2015",5931354.16111
"05-02-2015",5276070.0796
"06-02-2015",4321856.18446
"09-02-2015",5270791.44528
"10-02-2015",5182874.08692
"11-02-2015",5901859.14313
"12-02-2015",5833799.47319
"13-02-2015",4391894.12605
"16-02-2015",3465488.18355
"17-02-2015",4682127.54492
"18-02-2015",3869805.67827
"19-02-2015",4433096.40484
"20-02-2015",3584140.0446
"23-02-2015",4039412.04604
"24-02-2015",4886249.21431
"25-02-2015",5259168.679757
"26-02-2015",5215060.86254
"27-02-2015",5836907.55294
"02-03-2015",3976297.93082
"03-03-2015",3881433.35632
"04-03-2015",4528684.08592
"05-03-2015",6764275.61564
"06-03-2015",5950759.70443
"09-03-2015",4881366.81352
"10-03-2015",5175953.93199
"11-03-2015",5146375.85091
"12-03-2015",4637451.45812
"13-03-2015",4570494.39763
"16-03-2015",4083423.3532
"17-03-2015",4232461.54018
"18-03-2015",3947265.36209
"19-03-2015",5234179.88952
"20-03-2015",4474140.67376
"23-03-2015",4032936.91213
"24-03-2015",4960923.77052
"25-03-2015",4569126.7132
"26-03-2015",4264352.44698
"27-03-2015",3800661.97679
"30-03-2015",3845286.40355
"31-03-2015",4036794.05075
"01-04-2015",3628318.20836
"02-04-2015",3011015.6833
"03-04-2015",3106190.71067
"06-04-2015",3089321.57489
"07-04-2015",3919034.9418
"08-04-2015",4184015.65136
"09-04-2015",4402585.82563
"10-04-2015",4257862.73974
"13-04-2015",3835201.71516
"14-04-2015",4665053.05451
"15-04-2015",4339221.67561
"16-04-2015",4527605.83458
"17-04-2015",3684216.78565
"20-04-2015",3623408.76018
"21-04-2015",5267907.20907
"22-04-2015",5023812.41454
"24-04-2015",4835890.40963
"27-04-2015",5198285.29113
"28-04-2015",4853655.5826
"29-04-2015",4629610.62827
"30-04-2015",4891264.99183
"04-05-2015",3824659.9622
"05-05-2015",4012918.57264
"06-05-2015",4428230.70786
"07-05-2015",4074806.34283
"08-05-2015",4454654.43256
"11-05-2015",4116551.99722
"12-05-2015",4720575.21232
"13-05-2015",5131715.71496
"14-05-2015",5593634.28849
"15-05-2015",4393478.83484
"18-05-2015",4048834.23361
"20-05-2015",5413667.18263
"21-05-2015",5743702.60219
"22-05-2015",4464599.30581
"25-05-2015",3087399.76279
"26-05-2015",4208496.98655
"27-05-2015",4223651.28221
"28-05-2015",3993897.89839
"29-05-2015",4722726.7599
"01-06-2015",3564471.51807
"02-06-2015",4142184.73987
"03-06-2015",4465631.77198
"04-06-2015",4147703.47646
"05-06-2015",3978174.20782
"08-06-2015",5020359.11455
"09-06-2015",4270111.08209
"10-06-2015",4152721.30088
"11-06-2015",4482548.39877
"12-06-2015",3656909.5587
"15-06-2015",3542052.06482
"16-06-2015",3555802.38166
"17-06-2015",3554720.46255
"18-06-2015",3313742.24231
"19-06-2015",4339761.92961
"22-06-2015",3738228.27942
"23-06-2015",4287425.14346
"24-06-2015",4218845.49389
"25-06-2015",4503951.97604
"26-06-2015",3289035.52152
"29-06-2015",3283049.45234
"30-06-2015",3776878.51104
"01-07-2015",3509724.06361
"02-07-2015",3684979.31578
"03-07-2015",2662304.57797
"06-07-2015",3416373.16071
"07-07-2015",3497028.91745
"08-07-2015",3704403.77982
"09-07-2015",3249214.30955
"10-07-2015",3838814.63914
"13-07-2015",3977522.05934
"14-07-2015",4104666.80515
"15-07-2015",3103043.99458
"16-07-2015",1176705.01401
"20-07-2015",3647262.66592
"21-07-2015",3661286.95665
"22-07-2015",3533445.21283
"23-07-2015",3731281.77759
"24-07-2015",2962831.71718
"27-07-2015",3382116.30183
"28-07-2015",3451735.57152
"29-07-2015",2784177.55047
"30-07-2015",3127862.91845
"31-07-2015",4317490.10923
"03-08-2015",3323247.80001
"04-08-2015",2971313.91435
"05-08-2015",2831196.01586
"06-08-2015",3091092.29475
"07-08-2015",2641756.63894
"10-08-2015",2747512.1394
"11-08-2015",3538001.10013
"12-08-2015",2710514.88234
"13-08-2015",4130450.10287
"14-08-2015",3270090.04445
"17-08-2015",3179389.98719
"18-08-2015",3077888.47255
"19-08-2015",3265152.52837
"20-08-2015",3589460.67227
"21-08-2015",2842141.56553
"24-08-2015",3421390.31045
"25-08-2015",3505581.91488
"26-08-2015",3654636.62653
"27-08-2015",3174285.40968
"28-08-2015",2567505.75074
"31-08-2015",2506203.34973
"01-09-2015",3086510.53246
"02-09-2015",2821766.18699
"03-09-2015",2875736.5653
"04-09-2015",2814806.71994
"07-09-2015",2033523.76882
"08-09-2015",2430591.6663
"09-09-2015",2479828.51421
"10-09-2015",2905961.33574
"11-09-2015",2317127.48342
"14-09-2015",2936319.78832
"15-09-2015",3976626.55909
"16-09-2015",3169283.39723
"17-09-2015",2985499.80594
"18-09-2015",3675943.81258
"21-09-2015",3264441.27277
"22-09-2015",2717933.05329
"23-09-2015",934852.76099
"28-09-2015",2946831.0934
"29-09-2015",3868559.761092
"30-09-2015",3849101.45749
"01-10-2015",3442045.73228
"02-10-2015",3605212.25549
"05-10-2015",4523181.89858
"06-10-2015",4213956.19355
"07-10-2015",5798820.62354
"08-10-2015",4791879.829755
"09-10-2015",4729140.58574
"12-10-2015",4358953.78279
"13-10-2015",4390941.52767
"14-10-2015",4184146.74708
"15-10-2015",4964290.34602
"16-10-2015",3877755.22431
"19-10-2015",3841923.29094
"20-10-2015",4484747.17365
"21-10-2015",4859611.941627
"22-10-2015",4401089.88333
"23-10-2015",4603079.70081
"26-10-2015",3471284.69708
"27-10-2015",3335727.81598
"28-10-2015",1389472.33009
"30-10-2015",3598857.57057
"02-11-2015",7430140.40403
"03-11-2015",5269742.02463
"04-11-2015",4851986.67826
"05-11-2015",4559501.40701
"06-11-2015",3807587.97904
"09-11-2015",4270092.8686
"10-11-2015",4276314.26339
"11-11-2015",4125009.934
"12-11-2015",4169103.02471
"13-11-2015",4308674.57649
"16-11-2015",3787356.83591
"17-11-2015",3994845.08192
"18-11-2015",3719484.89578
"19-11-2015",3951113.33799
"20-11-2015",3395191.87352
"23-11-2015",3353872.26415
"24-11-2015",7042847.67819
"25-11-2015",5764798.95152
"26-11-2015",4322462.206313
"27-11-2015",4531198.98918
"30-11-2015",3358494.979
"01-12-2015",4477557.365
"02-12-2015",5120017.7
"03-12-2015",4278715.726
"04-12-2015",4666025.121
"07-12-2015",4004955.98
"08-12-2015",3667164.094
"09-12-2015",4079323.944
"10-12-2015",5373073.42
"11-12-2015",5239122.078
"14-12-2015",4150972.95894
"15-12-2015",5179840.396
"16-12-2015",4678051.93037
"17-12-2015",5156428.69753
"18-12-2015",3788823.74733
"21-12-2015",3794542.29419
"22-12-2015",4311408.87927
"23-12-2015",3826889.07032
"24-12-2015",2254473.36265
"25-12-2015",1294618.67766
"28-12-2015",3110556.25287
"29-12-2015",2891282.70269
"30-12-2015",2286250.52045
"31-12-2015",2385854.09732
"04-01-2016",2818903.86257
"05-01-2016",3732920.98539
"06-01-2016",4608635.81478
"07-01-2016",4760457.53389
"08-01-2016",4391409.62612
"11-01-2016",3937579.94593
"12-01-2016",4898342.0348
"13-01-2016",4826627.71477
"14-01-2016",4726295.58874
"15-01-2016",4509455.43921
"18-01-2016",3352325.91662
"19-01-2016",3982656.67634
"20-01-2016",3914094.80605
"21-01-2016",4368969.83854
"22-01-2016",4003499.04478
"25-01-2016",3292196.52961
"26-01-2016",4338730.30247
"27-01-2016",4772851.66679
"28-01-2016",4665456.7165
"29-01-2016",4351790.82602
"01-02-2016",3738521.2654
"02-02-2016",4403791.87249
"03-02-2016",4873110.06613
"04-02-2016",5102048.20358
"05-02-2016",4158326.46043
"08-02-2016",5417574.89928
"09-02-2016",5106831.48841
"10-02-2016",4388649.80586
"11-02-2016",4782169.38933
"12-02-2016",3911233.17362
"15-02-2016",4470022.32402
"16-02-2016",3673321.72041
"17-02-2016",4733836.70369
"18-02-2016",4738686.16483
"19-02-2016",3666995.20573
"22-02-2016",4601264.96065
"23-02-2016",5676943.05603
"24-02-2016",4877170.23395
"25-02-2016",4559945.28632
"26-02-2016",4433387.48853
"29-02-2016",4267395.17403
"01-03-2016",3770881.0751
"02-03-2016",4626730.94082
"03-03-2016",4543903.35012
"04-03-2016",4899330.58359
"07-03-2016",4682768.61399
"08-03-2016",4825522.23971
"09-03-2016",4852588.93915
"10-03-2016",6104303.25995
"11-03-2016",4308810.23892
"14-03-2016",4530384.61909
"15-03-2016",5097750.81508
"16-03-2016",4158917.66646
"17-03-2016",5493593.09662
"18-03-2016",5365168.87418
"21-03-2016",5441345.36102
"22-03-2016",6879047.66385
"23-03-2016",5547382.62638
"24-03-2016",4959567.86166
"25-03-2016",2018913.2336
"28-03-2016",2113928.88858
"29-03-2016",4238852.99153
"30-03-2016",4861608.66614
"31-03-2016",4838040.50259
"01-04-2016",4394520.43166
"04-04-2016",5013045.84467
"05-04-2016",5016251.74918
"06-04-2016",4801396.12209
"07-04-2016",4117637.33451
"08-04-2016",4383373.23535
"11-04-2016",5372221.48037
"12-04-2016",5805278.04661
"13-04-2016",6069181.98996
"14-04-2016",5870346.00491
"15-04-2016",4846061.37987
"18-04-2016",5322448.88865
"19-04-2016",5029257.66132
"20-04-2016",6674940.25651
"21-04-2016",4488478.2884
"22-04-2016",4252255.72033
"25-04-2016",3967823.06456
"26-04-2016",4266620.30973
"27-04-2016",3850792.26171
"28-04-2016",4524001.34875
"29-04-2016",3654277.46694
"02-05-2016",3065980.02992
"03-05-2016",5544504.86738
"04-05-2016",6204811.70985
"05-05-2016",6520186.07529
"06-05-2016",6128572.37612
"09-05-2016",3987659.24331
"10-05-2016",4280277.63113
"11-05-2016",4382269.13525
"12-05-2016",4346296.11141
"13-05-2016",3827689.77864
"16-05-2016",3067993.3151
"17-05-2016",3977957.9402
"18-05-2016",4305477.84196
"20-05-2016",4033674.69811
"23-05-2016",2987987.09097
"24-05-2016",5884236.6238
"25-05-2016",4253436.36307
"26-05-2016",3976870.90373
"27-05-2016",2945728.88847
"30-05-2016",2685166.43524
"31-05-2016",4068411.80146
"01-06-2016",3540334.60442
"02-06-2016",2991014.47917
"03-06-2016",3829849.56428
"06-06-2016",2992798.82635
"07-06-2016",4189184.07344
"08-06-2016",3868900.44087
"09-06-2016",3608955.24477
"10-06-2016",3113150.37003
"13-06-2016",3225155.70117
"14-06-2016",3666856.7155
"15-06-2016",2919816.05672
"16-06-2016",2439663.98163
"17-06-2016",2995152.10965
"20-06-2016",2937718.06957
"21-06-2016",3477608.5665
"22-06-2016",2769049.56205
"23-06-2016",3532058.00292
"24-06-2016",3874865.6912
"27-06-2016",4007176.60575
"28-06-2016",3591627.16069
"29-06-2016",4129682.29685
"30-06-2016",3489586.3725
"01-07-2016",2685383.29
"04-07-2016",917503.16886
"08-07-2016",2915487.34754
"11-07-2016",3228475.76663
"12-07-2016",5145892.80141
"13-07-2016",4648337.39476
"14-07-2016",4337444.95246
"15-07-2016",3459204.69158
"18-07-2016",7433237.88508
"19-07-2016",6434561.37808
"20-07-2016",5015461.73948
"21-07-2016",5344904.1132
"22-07-2016",4565153.00369
"25-07-2016",3822220.02757
"26-07-2016",3545507.72416
"27-07-2016",3433704.0337
"28-07-2016",3463206.90227
"29-07-2016",3268387.71323
"01-08-2016",3196265.79809
"02-08-2016",3534906.55024
"03-08-2016",3186009.91944
"04-08-2016",3924723.26912
"05-08-2016",3623604.1986
"08-08-2016",3892874.81248
"09-08-2016",5742791.54736
"10-08-2016",4260501.69477
"11-08-2016",3697436.01761
"12-08-2016",3706460.06612
"15-08-2016",2940413.63418
"16-08-2016",3515592.97928
"17-08-2016",3214904.22443
"18-08-2016",2899816.06939
"19-08-2016",2593542.87673
"22-08-2016",2680702.15175
"23-08-2016",3444995.63938
"24-08-2016",3788558.78245
"25-08-2016",3510221.02142
"26-08-2016",2948716.4206
"29-08-2016",2290576.52901
"31-08-2016",3195851.15916
"01-09-2016",2746507.28226
"02-09-2016",3158273.50053
"05-09-2016",3088900.90478
"06-09-2016",3075156.98061
"07-09-2016",2899686.04749
"08-09-2016",3132432.1569
"09-09-2016",3504826.83588
"16-09-2016",3137192.13395
"19-09-2016",3224724.46022
"20-09-2016",3400053.42965
"21-09-2016",3789718.0168
"22-09-2016",5032335.96086
"23-09-2016",3872729.52282
"26-09-2016",4988000.64244
"27-09-2016",4159531.44681
"28-09-2016",3936473.1062
"29-09-2016",4183143.38432
"30-09-2016",3329199.17998
"03-10-2016",3581025.41626
"04-10-2016",5169006.96148
"05-10-2016",5329824.53118
"06-10-2016",4535081.03069
"07-10-2016",3739898.79029
"10-10-2016",3972956.88452
"11-10-2016",4406869.59509
"12-10-2016",4247163.56924
"13-10-2016",4489456.92141
"14-10-2016",3679681.22544
"17-10-2016",3609492.56499
"18-10-2016",4655760.82244
"19-10-2016",4150811.48225
"20-10-2016",4561299.85832
"21-10-2016",3140891.55432
"24-10-2016",3935395.58262
"25-10-2016",4569611.83745
"26-10-2016",4199607.59767
"27-10-2016",3560366.51998
"28-10-2016",1786265.24284
"31-10-2016",3375719.76516
"01-11-2016",4148419.14028
"02-11-2016",3415168.59487
"03-11-2016",3264872.69934
"04-11-2016",4731650.01918
"07-11-2016",4172121.23087
"08-11-2016",4604998.32522
"09-11-2016",4990138.96117
"10-11-2016",4591851.32158
"11-11-2016",4040823.59001
"14-11-2016",3767068.2592
"15-11-2016",3837968.19244
"16-11-2016",3768887.05654
"17-11-2016",3984135.01045
"18-11-2016",4093941.68327
"21-11-2016",3342454.54862
"22-11-2016",3433780.7235
"23-11-2016",3434858.38007
"24-11-2016",5001738.63409
"25-11-2016",3404742.60212
"28-11-2016",3081156.44863
"29-11-2016",3437116.20623
"30-11-2016",3540024.54333
"01-12-2016",3595472.70847
"02-12-2016",4072759.67413
"05-12-2016",3690757.73485
"06-12-2016",4484665.46516
"07-12-2016",4421983.12379
"08-12-2016",4316508.13598
"09-12-2016",2932288.61464
"12-12-2016",3305123.38218
"13-12-2016",4091852.17123
"14-12-2016",3249260.24846
"15-12-2016",4412136.8907
"16-12-2016",3777147.83087
"19-12-2016",3311958.5762
"20-12-2016",3389050.96818
"21-12-2016",3491581.86487
"22-12-2016",3262399.42355
"23-12-2016",2733752.32081
"26-12-2016",1338109.53564
"27-12-2016",2170970.05189
"28-12-2016",2746870.94685
"29-12-2016",2300810.05945
"30-12-2016",2190989.29647
"02-01-2017",2184996.16377
"03-01-2017",4157733.0676
"04-01-2017",3349596.20487
"05-01-2017",4266421.38399
"06-01-2017",3432387.4706
"09-01-2017",3406466.02838
"10-01-2017",5099244.1083
"11-01-2017",4954434.34397
"12-01-2017",8846563.48946
"13-01-2017",6604575.57871
"16-01-2017",5332167.36933
"17-01-2017",6204928.18564
"18-01-2017",6122758.77263
"19-01-2017",5229526.16985
"20-01-2017",4832965.39947
"23-01-2017",4382010.18268
"24-01-2017",5955870.43245
"25-01-2017",5004671.03337
"26-01-2017",4877507.16862
"27-01-2017",3903386.7715
"30-01-2017",6878663.71904
"31-01-2017",6163671.2672
"01-02-2017",5057629.7984
"02-02-2017",5931509.09784
"03-02-2017",5266059.68917
"06-02-2017",6370440.3053
"07-02-2017",5374785.83467
"08-02-2017",5274815.29661
"09-02-2017",5766573.7584
"10-02-2017",5742555.09944
"13-02-2017",4324999.32647
"14-02-2017",6260792.15887
"15-02-2017",5304360.12836
"16-02-2017",4217420.93879
"17-02-2017",4041064.41117
"20-02-2017",4812539.326
"21-02-2017",4297537.97655
"22-02-2017",4775601.44328
"23-02-2017",4523252.81739
"24-02-2017",4367921.87044
"27-02-2017",3264265.32923
"28-02-2017",4712279.94344
"01-03-2017",5598479.23748
"02-03-2017",5072048.2862
"03-03-2017",4560981.02356
"06-03-2017",4589792.02707
"07-03-2017",4804089.59133
"08-03-2017",5576956.85268
"09-03-2017",4480448.55242
"10-03-2017",4018503.30752
"13-03-2017",3810298.97406
"14-03-2017",4384473.61594
"15-03-2017",4564674.31119
"16-03-2017",4799634.3024
"17-03-2017",5012059.04933
"20-03-2017",3645990.73181
"21-03-2017",5500049.53726
"22-03-2017",4908122.02907
"23-03-2017",4377859.65503
"24-03-2017",3775104.64509
"27-03-2017",3906991.06747
"28-03-2017",4169646.94401
"29-03-2017",5352563.11537
"30-03-2017",3577546.38777
"31-03-2017",3910204.61411
"03-04-2017",3003573.20976
"04-04-2017",3505303.31356
"05-04-2017",4022782.93363
"06-04-2017",3546625.46531
"07-04-2017",3554773.94855
"10-04-2017",6187621.16256
"11-04-2017",5730541.02524
"12-04-2017",4216444.04585
"13-04-2017",4083765.64025
"14-04-2017",2713345.0204
"17-04-2017",3886697.82799
"18-04-2017",5454864.43982
"19-04-2017",6387187.07648
"20-04-2017",5443948.91791
"21-04-2017",4827787.21696
"24-04-2017",5543051.05162
"25-04-2017",5749631.10766
"26-04-2017",6253953.85742
"27-04-2017",5249150.07807
"28-04-2017",4728772.99704
"02-05-2017",5108594.86384
"03-05-2017",4895701.16374
"04-05-2017",5986588.36268
"05-05-2017",5708866.62351
"08-05-2017",5707996.77525
"09-05-2017",5821071.73854
"10-05-2017",6973852.92196
"11-05-2017",6624325.79709
"12-05-2017",5030503.3501
"15-05-2017",4743593.30924
"16-05-2017",6159214.55364
"17-05-2017",7035258.42387
"18-05-2017",5429040.14858
"22-05-2017",5639233.67967
"23-05-2017",6712664.44143
"24-05-2017",8198668.67294
"25-05-2017",7522230.14389
"26-05-2017",6103327.26923
"29-05-2017",3669298.33893
"30-05-2017",5456578.07713
"31-05-2017",7595146.79473
"01-06-2017",5838548.04032
"02-06-2017",5353158.5659
"05-06-2017",6325889.768
"06-06-2017",5069476.52964
"07-06-2017",6253663.65481
"08-06-2017",4760863.98177
"09-06-2017",5334029.08156
"12-06-2017",5161602.15133
"13-06-2017",5952541.75634
"14-06-2017",6029741.04774
"15-06-2017",5093094.57219
"16-06-2017",4239295.1344
"19-06-2017",4458296.93849
"20-06-2017",4470154.1076
"21-06-2017",4558382.45579
"22-06-2017",4503072.03813
"23-06-2017",3910767.89316
"28-06-2017",5064073.90959
"29-06-2017",5098669.84293
"30-06-2017",5092224.69423
"03-07-2017",4617821.83294
"04-07-2017",5538834.38477
"05-07-2017",4801135.16129
"06-07-2017",5548606.04244
"07-07-2017",4436290.21909
"10-07-2017",4316499.93925
"11-07-2017",7549311.44304
"12-07-2017",6248731.49591
"13-07-2017",6097603.4507
"14-07-2017",5087151.20933
"17-07-2017",5773909.6055
"18-07-2017",5807584.59363
"19-07-2017",7202089.26177
"20-07-2017",6819614.34925
"21-07-2017",5651391.34069
"24-07-2017",5566527.51688
"25-07-2017",5830027.50541
"26-07-2017",5676210.62255
"27-07-2017",6353547.077
"28-07-2017",5505601.52227
"31-07-2017",5463474.87313
"01-08-2017",6607127.89655
"02-08-2017",5995481.52151
"03-08-2017",5841028.14666
"04-08-2017",5946212.37521
"07-08-2017",6754850.65994
"08-08-2017",6428608.76297
"09-08-2017",6323916.28244
"10-08-2017",6091206.71075
"11-08-2017",6758508.62885
"14-08-2017",8010969.45048
"15-08-2017",8724318.74935
"16-08-2017",8205897.21507
"17-08-2017",6436991.36695
"18-08-2017",5525583.54514
"21-08-2017",6094068.80241
"22-08-2017",7088047.40783
"23-08-2017",6639948.98723
"24-08-2017",6416894.68979
"25-08-2017",4914554.91526
"28-08-2017",4360212.53508
"29-08-2017",5345008.32526
"31-08-2017",2434888.35681
"05-09-2017",6271872.89019
"06-09-2017",5988575.85831
"07-09-2017",7748627.0581
"08-09-2017",7176023.33775
"11-09-2017",6452810.74233
"12-09-2017",7189019.9817
"13-09-2017",6999274.35996
"14-09-2017",7162465.63278
"15-09-2017",5370625.92752
"18-09-2017",5744368.69937
"19-09-2017",6823854.00364
"20-09-2017",5294334.88645
"21-09-2017",5082200.33823
"22-09-2017",4787319.15
"25-09-2017",5777204.28428
"26-09-2017",5633646.09972
"27-09-2017",6134258.05414
"28-09-2017",6051869.51615
"29-09-2017",5801869.01998
"02-10-2017",4874716.60889
"03-10-2017",5697480.36991
"04-10-2017",6187056.59421
"05-10-2017",5599140.209
"06-10-2017",5275934.39046
"09-10-2017",7290397.53334
"10-10-2017",6326915.47115
"11-10-2017",8280099.35777
"12-10-2017",6247005.09541
"13-10-2017",6269098.86657
"16-10-2017",6307959.95448
"17-10-2017",6326262.46841
"18-10-2017",6208855.28514
"19-10-2017",6254690.90217
"20-10-2017",7222795.07412
"23-10-2017",6341545.26701
"24-10-2017",6911688.78081
"25-10-2017",6025548.00502
"26-10-2017",6369062.78023
"27-10-2017",6496407.72269
"30-10-2017",6003354.37935
"31-10-2017",8325292.76082
"01-11-2017",11176961.62321
"02-11-2017",9812367.55028
"03-11-2017",8490610.82586
"06-11-2017",9470777.36302
"07-11-2017",8655312.57699
"08-11-2017",8803990.93606
"09-11-2017",8538014.2644
"10-11-2017",7181380.25141
"13-11-2017",7663951.68119
"14-11-2017",8761793.5257
"15-11-2017",9665414.6746
"16-11-2017",7635852.13023
"17-11-2017",7254939.05234
"20-11-2017",6506835.46798
"21-11-2017",7478173.13254
"22-11-2017",8234662.76833
"23-11-2017",6703528.22681
"24-11-2017",6668908.91219
"27-11-2017",6169390.91548
"28-11-2017",8194295.58202
"29-11-2017",6334165.86761
"30-11-2017",7808139.72113
"01-12-2017",5617418.07071
"04-12-2017",5617407.39723
"05-12-2017",7236896.14011
"06-12-2017",6184137.56681
"07-12-2017",5752189.81272
"08-12-2017",7135182.46772
"11-12-2017",7456924.75189
"12-12-2017",7510654.0694
"13-12-2017",6552930.53004
"14-12-2017",8368973.21118
"15-12-2017",7265640.60271
"18-12-2017",7045191.90125
"19-12-2017",7444808.45255
"20-12-2017",6993663.62431
"21-12-2017",7199411.02975
"22-12-2017",6175277.23509
"25-12-2017",3904760.70747
"26-12-2017",4750124.74546
