"Tarih","Endeks","Kapanýþ"
"2019-05-16","Teknoloji",75396.99
"2019-05-17","Teknoloji",79230.9
"2019-05-20","Teknoloji",75558.24
"2019-05-21","Teknoloji",74731.34
"2019-05-22","Teknoloji",70942.04
"2019-05-23","Teknoloji",71408.11
"2019-05-24","Teknoloji",73058.29
"2019-05-27","Teknoloji",72567.16
"2019-05-28","Teknoloji",73903.69
"2019-05-29","Teknoloji",74156.31
"2019-05-30","Teknoloji",76543.19
"2019-05-31","Teknoloji",77787.3
"2019-06-03","Teknoloji",77281.13
"2019-06-07","Teknoloji",79682.7
"2019-06-10","Teknoloji",81150.58
"2019-06-11","Teknoloji",79097.41
"2019-06-12","Teknoloji",79638.24
"2019-06-13","Teknoloji",76917.98
"2019-06-14","Teknoloji",75983.01
"2019-06-17","Teknoloji",77711.51
"2019-06-18","Teknoloji",79176.62
"2019-06-19","Teknoloji",77777.9
"2019-06-20","Teknoloji",78231.15
"2019-06-21","Teknoloji",78228.5
"2019-06-24","Teknoloji",78855.53
"2019-06-25","Teknoloji",78886.71
"2019-06-26","Teknoloji",77783.18
"2019-06-27","Teknoloji",78880.91
"2019-06-28","Teknoloji",78692.91
"2019-07-01","Teknoloji",81887.87
"2019-07-02","Teknoloji",82172.38
"2019-07-03","Teknoloji",80434.15
"2019-07-04","Teknoloji",79696.26
"2019-07-05","Teknoloji",79013.59
"2019-07-08","Teknoloji",78364.04
"2019-07-09","Teknoloji",75376.63
"2019-07-10","Teknoloji",75739.68
"2019-07-11","Teknoloji",76728.79
"2019-07-12","Teknoloji",74143.89
"2019-07-16","Teknoloji",75474.1
"2019-07-17","Teknoloji",79052.99
"2019-07-18","Teknoloji",80224.84
"2019-07-19","Teknoloji",80134.77
"2019-07-22","Teknoloji",79642.98
"2019-07-23","Teknoloji",80676.63
"2019-07-24","Teknoloji",81184.46
"2019-07-25","Teknoloji",80087.49
"2019-07-26","Teknoloji",82445.52
"2019-07-29","Teknoloji",85848.08
"2019-07-30","Teknoloji",84479.5
"2019-07-31","Teknoloji",83301.15
"2019-08-01","Teknoloji",85323.51
"2019-08-02","Teknoloji",82741.33
"2019-08-05","Teknoloji",81502.03
"2019-08-06","Teknoloji",81405.38
"2019-08-07","Teknoloji",77282.97
"2019-08-08","Teknoloji",76621.57
"2019-08-09","Teknoloji",76331.88
"2019-08-15","Teknoloji",75897.01
"2019-08-16","Teknoloji",75210.2
"2019-08-19","Teknoloji",75665.32
"2019-08-20","Teknoloji",77306.49
"2019-08-21","Teknoloji",78244.48
"2019-08-22","Teknoloji",76706.81
"2019-08-23","Teknoloji",77167.97
"2019-08-26","Teknoloji",77665.25
"2019-08-27","Teknoloji",78313.03
"2019-08-28","Teknoloji",77317.79
"2019-08-29","Teknoloji",78850.98
"2019-09-02","Teknoloji",81035.63
"2019-09-03","Teknoloji",80764.22
"2019-09-04","Teknoloji",82794.73
"2019-09-05","Teknoloji",82633.55
"2019-09-06","Teknoloji",82755.36
"2019-09-09","Teknoloji",83604.33
"2019-09-10","Teknoloji",85731.64
"2019-09-11","Teknoloji",86815.87
"2019-09-12","Teknoloji",85864.65
"2019-09-13","Teknoloji",86445.43
"2019-09-16","Teknoloji",86711.11
"2019-09-17","Teknoloji",84749.65
"2019-09-18","Teknoloji",84302.81
"2019-09-19","Teknoloji",82486.4
"2019-09-20","Teknoloji",82262.6
"2019-09-23","Teknoloji",81895.4
"2019-09-24","Teknoloji",83207.5
"2019-09-25","Teknoloji",83290.23
"2019-09-26","Teknoloji",82366.71
"2019-09-27","Teknoloji",85639.52
"2019-09-30","Teknoloji",87664.59
"2019-10-01","Teknoloji",85392.28
"2019-10-02","Teknoloji",85074.22
"2019-10-03","Teknoloji",84308.19
"2019-10-04","Teknoloji",84640.76
"2019-10-07","Teknoloji",84076.1
"2019-10-08","Teknoloji",82631.98
"2019-10-09","Teknoloji",80578.07
"2019-10-10","Teknoloji",79487.04
"2019-10-11","Teknoloji",80473.2
"2019-10-14","Teknoloji",75496.64
"2019-10-15","Teknoloji",76506.2
"2019-10-16","Teknoloji",75126.68
"2019-10-17","Teknoloji",75396.24
"2019-10-18","Teknoloji",79219.54
"2019-10-21","Teknoloji",78469.86
"2019-10-22","Teknoloji",78866.5
"2019-10-23","Teknoloji",81248.71
"2019-10-24","Teknoloji",81310.56
"2019-10-28","Teknoloji",82780.92
"2019-10-30","Teknoloji",81614.36
"2019-10-31","Teknoloji",81742.43
"2019-11-01","Teknoloji",81933.9
"2019-11-04","Teknoloji",83868.3
"2019-11-05","Teknoloji",83981.2
"2019-11-06","Teknoloji",83324.65
"2019-11-07","Teknoloji",84869.46
"2019-11-08","Teknoloji",84998.06
"2019-11-11","Teknoloji",85214.63
"2019-11-12","Teknoloji",86304.47
"2019-11-13","Teknoloji",87108.67
"2019-11-14","Teknoloji",86109.54
"2019-11-15","Teknoloji",87156.35
"2019-11-18","Teknoloji",88473.91
"2019-11-19","Teknoloji",89424.02
"2019-11-20","Teknoloji",89297.89
"2019-11-21","Teknoloji",89705.83
"2019-11-22","Teknoloji",90091.12
"2019-11-25","Teknoloji",88340.37
"2019-11-26","Teknoloji",89704.68
"2019-11-27","Teknoloji",89255.01
"2019-11-28","Teknoloji",91055.08
"2019-11-29","Teknoloji",90650.19
"2019-12-02","Teknoloji",91554.96
"2019-12-03","Teknoloji",92603.31
"2019-12-04","Teknoloji",94197.69
"2019-12-05","Teknoloji",98967.64
"2019-12-06","Teknoloji",95694.76
"2019-12-09","Teknoloji",95244.34
"2019-12-10","Teknoloji",94756.52
"2019-12-11","Teknoloji",93441.94
"2019-12-12","Teknoloji",95246.64
"2019-12-13","Teknoloji",94983.39
"2019-12-16","Teknoloji",95647.53
"2019-12-17","Teknoloji",95036.76
"2019-12-18","Teknoloji",93626.5
"2019-12-19","Teknoloji",93930.68
"2019-12-20","Teknoloji",93816.27
"2019-12-23","Teknoloji",94414.93
"2019-12-24","Teknoloji",96093.75
"2019-12-25","Teknoloji",97110.89
"2019-12-26","Teknoloji",97768.68
"2019-12-27","Teknoloji",97148.82
"2019-12-30","Teknoloji",100301.24
"2019-12-31","Teknoloji",102115.2
"2020-01-02","Teknoloji",104732.88
"2020-01-03","Teknoloji",104443.35
"2020-01-06","Teknoloji",103804.25
"2020-01-07","Teknoloji",105461.37
"2020-01-08","Teknoloji",104598.74
"2020-01-09","Teknoloji",108405.62
"2020-01-10","Teknoloji",107782.17
"2020-01-13","Teknoloji",109010.35
"2020-01-14","Teknoloji",110977.44
"2020-01-15","Teknoloji",110307.52
"2020-01-16","Teknoloji",110843.03
"2020-01-17","Teknoloji",111175.93
"2020-01-20","Teknoloji",113331.04
"2020-01-21","Teknoloji",114095.7
"2020-01-22","Teknoloji",114236.14
"2020-01-23","Teknoloji",114822.18
"2020-01-24","Teknoloji",116476.84
"2020-01-27","Teknoloji",119801.33
"2020-01-28","Teknoloji",118933.42
"2020-01-29","Teknoloji",117081.42
"2020-01-30","Teknoloji",116989.96
"2020-01-31","Teknoloji",116772.96
"2020-02-03","Teknoloji",116985.39
"2020-02-04","Teknoloji",122783.27
"2020-02-05","Teknoloji",122751.65
"2020-02-06","Teknoloji",122643.49
"2020-02-07","Teknoloji",123281.67
"2020-02-10","Teknoloji",120969.33
"2020-02-11","Teknoloji",124144.66
"2020-02-12","Teknoloji",135530.21
"2020-02-13","Teknoloji",136421.11
"2020-02-14","Teknoloji",139215.46
"2020-02-17","Teknoloji",138576.8
"2020-02-18","Teknoloji",139055.38
"2020-02-19","Teknoloji",139677.01
"2020-02-20","Teknoloji",133120.51
"2020-02-21","Teknoloji",136380.53
"2020-02-24","Teknoloji",136208.42
"2020-02-25","Teknoloji",138928.75
"2020-02-26","Teknoloji",138311.75
"2020-02-27","Teknoloji",133303.8
"2020-02-28","Teknoloji",130048.98
"2020-03-02","Teknoloji",134071.57
"2020-03-03","Teknoloji",143020.88
"2020-03-04","Teknoloji",139689.6
"2020-03-05","Teknoloji",141852.78
"2020-03-06","Teknoloji",139861.66
"2020-03-09","Teknoloji",129847.54
"2020-03-10","Teknoloji",121065.96
"2020-03-11","Teknoloji",119989.26
"2020-03-12","Teknoloji",109170.23
"2020-03-13","Teknoloji",112565.99
"2020-03-16","Teknoloji",101533.37
"2020-03-17","Teknoloji",97443.68
"2020-03-18","Teknoloji",96255.97
"2020-03-19","Teknoloji",94259.55
"2020-03-20","Teknoloji",96320.02
"2020-03-23","Teknoloji",95766.12
"2020-03-24","Teknoloji",105166.5
"2020-03-25","Teknoloji",109254.59
"2020-03-26","Teknoloji",113945.5
"2020-03-27","Teknoloji",108866.9
"2020-03-30","Teknoloji",108889.1
"2020-03-31","Teknoloji",111596.98
"2020-04-01","Teknoloji",108332.22
"2020-04-02","Teknoloji",109104.23
"2020-04-03","Teknoloji",109316.96
"2020-04-06","Teknoloji",112816.96
"2020-04-07","Teknoloji",114988.92
"2020-04-08","Teknoloji",117984.42
"2020-04-09","Teknoloji",120308.93
"2020-04-10","Teknoloji",120422.67
"2020-04-13","Teknoloji",120328.33
"2020-04-14","Teknoloji",127992.94
"2020-04-15","Teknoloji",123103.59
"2020-04-16","Teknoloji",124150.62
"2020-04-17","Teknoloji",126773.87
"2020-04-20","Teknoloji",129004.51
"2020-04-21","Teknoloji",129448.58
"2020-04-22","Teknoloji",132105.29
"2020-04-24","Teknoloji",132417.91
"2020-04-27","Teknoloji",136436.32
"2020-04-28","Teknoloji",135351.39
"2020-04-29","Teknoloji",136153.92
"2020-04-30","Teknoloji",133620.36
"2020-05-04","Teknoloji",128682.4
"2020-05-05","Teknoloji",133536.98
"2020-05-06","Teknoloji",133271.66
"2020-05-07","Teknoloji",133257.9
